"","X","GAD.1","GAD.2","GAD.3","GAD.4","GAD.5","GAD.6","GAD.7","FOC.1","FOC.2","FOC.3","FOC.4","FOC.5","FOC.6","IUS.1","IUS.2","IUS.3","MAAS.1","MAAS.2","MAAS.3","MAAS.4","MAAS.5","FinancePlan","MortalityRisk","MentalHealth","CRA.1","CRA.2","CRA.3","CRA.4","CRA.5","CRA.6","Government","Norm","CurrentBehavior","RAB.1","RAB.2","RAB.3","RAB.4","RAB.5","RAB.6","Stockpil","RiskPerception","Vaccine","Origin","BacktoNormal","News","Born","Gender","Country","Region","Education","Language","Children","LiveWith","FinancialSatisfaction","GAD.mean","FOC.mean","IUS.mean","MAAS.mean","CRA.mean","RAB.mean","sex","edu","origin","origin_binomial","age","vac_hes","child","news_opposite","new_region","new_back_normal","new_finance_plan"
"1861",1874,4,3,2,4,4,3,1,2,3,3,1,1,3,5,4,4,4,5,4,2,2,2,55,2,1,1,1,1,4,3,3,1,5,4,4,4,4,4,4,3,13,1,3,3,1,4,1,1,4,4,1,2,2,45,3,2.16666666666667,4.33333333333333,3.4,1.83333333333333,4,"Female","ug","not_sure",0,20,1,"no",6,"izmir","less6months",2
"1862",1875,4,4,4,3,3,1,2,3,2,2,2,3,5,5,4,5,5,5,6,2,1,6,25,2,3,1,4,4,4,4,2,1,4,4,2,4,4,1,3,2,51,1,1,5,5,7,2,1,2,3,1,2,3,10,3,2.83333333333333,4.66666666666667,3.8,3.33333333333333,3,"Male","below_ug","natural",1,23,1,"no",2,"istanbul","more12months",6
"1863",1876,2,1,2,2,1,2,1,5,2,3,2,3,3,2,4,3,3,4,6,2,5,2,1,3,3,3,4,4,2,3,2,2,3,4,4,4,4,1,4,2,40,1,3,3,4,6,2,1,2,3,1,2,3,19,1.57142857142857,3,3,4,3.16666666666667,3.5,"Male","below_ug","not_sure",0,22,1,"no",3,"istanbul","less6months",2
"1864",1877,3,2,2,2,2,2,2,5,3,4,4,4,4,2,3,2,5,5,3,5,3,4,0,2,4,2,4,4,3,3,2,3,3,3,4,3,3,4,4,3,11,3,1,5,3,18,1,1,4,4,1,2,3,0,2.14285714285714,4,2.33333333333333,4.2,3.33333333333333,3.5,"Female","ug","natural",1,34,0,"no",4,"izmir","more12months",4
"1865",1878,2,2,2,1,1,2,1,4,4,4,4,4,4,4,4,1,2,2,3,5,2,2,15,2,3,2,4,3,2,3,4,3,4,4,4,4,4,3,4,4,70,1,2,4,3,26,2,1,4,4,1,1,3,80,1.57142857142857,4,3,2.8,2.83333333333333,3.83333333333333,"Male","ug","artificial",0,42,1,"yes",4,"izmir","6to12months",2
"1866",1879,2,1,1,1,1,3,1,4,4,4,4,4,4,5,5,3,4,4,4,3,3,4,88,2,2,1,3,2,1,3,4,2,5,4,2,4,3,1,3,1,10,1,1,2,3,3,2,1,45,3,1,2,3,60,1.42857142857143,4,4.33333333333333,3.6,2,2.83333333333333,"Male","below_ug","natural",1,19,1,"no",4,"other","less6months",4
"1867",1880,2,2,2,2,2,2,2,4,2,5,4,5,4,4,5,4,2,3,4,2,3,1,45,2,4,4,3,4,3,4,3,1,3,4,3,2,4,2,4,2,36,1,1,3,2,9,1,1,2,4,2,2,3,50,2,4,4.33333333333333,2.8,3.66666666666667,3.16666666666667,"Female","ug","natural",1,25,1,"no",5,"istanbul","less6months",1
"1868",1881,2,1,2,1,1,2,1,4,3,3,4,4,4,1,1,1,5,4,4,2,2,1,61,2,4,3,4,4,1,3,2,1,4,4,4,4,4,1,4,3,70,1,3,4,4,8,2,1,3,4,1,2,3,40,1.42857142857143,3.66666666666667,1,3.4,3.16666666666667,3.5,"Male","ug","not_sure",0,24,1,"no",3,"ankara","6to12months",1
"1869",1882,3,2,3,2,2,3,2,3,3,3,2,3,2,4,4,4,2,3,4,2,2,7,14,2,3,3,4,4,2,4,3,3,3,2,1,3,2,1,2,2,50,2,3,5,3,6,1,1,4,3,1,2,2,25,2.42857142857143,2.66666666666667,4,2.6,3.33333333333333,1.83333333333333,"Female","below_ug","not_sure",0,22,0,"no",4,"izmir","more12months",0
"1870",1883,3,4,4,4,3,2,4,3,3,3,3,3,4,4,5,5,4,3,5,2,3,2,47,1,4,3,2,4,3,4,3,4,4,4,3,4,4,3,4,3,39,1,3,3,4,3,1,1,29,3,1,2,3,53,3.42857142857143,3.16666666666667,4.66666666666667,3.4,3.33333333333333,3.66666666666667,"Female","below_ug","not_sure",0,19,1,"no",3,"other","less6months",2
"1871",1884,2,2,1,2,1,3,2,2,2,1,2,2,2,2,2,1,5,4,3,4,3,4,60,2,3,3,1,4,2,4,1,1,4,4,4,4,4,4,4,4,100,3,1,4,2,24,1,1,2,4,1,1,3,80,1.85714285714286,1.83333333333333,1.66666666666667,3.8,2.83333333333333,4,"Female","ug","natural",1,40,0,"yes",5,"istanbul","6to12months",4
"1872",1885,1,1,1,1,2,2,1,1,2,3,4,2,4,5,5,5,3,3,6,4,2,7,100,1,3,2,1,1,1,1,2,1,3,4,4,4,4,4,4,3,0,3,1,4,3,5,2,1,2,4,1,2,3,100,1.28571428571429,2.66666666666667,5,3.6,1.5,4,"Male","ug","natural",1,21,0,"no",4,"istanbul","6to12months",0
"1873",1886,2,2,2,2,2,2,1,2,2,2,3,2,3,3,4,4,4,4,4,4,3,2,100,1,2,2,3,2,3,2,1,3,3,3,2,2,3,3,2,2,34,3,1,3,2,14,2,1,2,4,1,2,3,70,1.85714285714286,2.33333333333333,3.66666666666667,3.8,2.33333333333333,2.5,"Male","ug","natural",1,30,0,"no",5,"istanbul","less6months",2
"1874",1887,1,1,1,1,1,1,1,3,3,4,2,4,4,1,4,3,4,5,4,3,3,4,50,2,2,1,1,2,1,1,3,1,3,4,3,3,1,1,4,1,20,1,1,4,6,32,2,1,2,4,1,2,3,100,1,3.33333333333333,2.66666666666667,3.8,1.33333333333333,2.66666666666667,"Male","ug","natural",1,48,1,"no",1,"istanbul","6to12months",4
"1875",1888,2,1,1,1,2,2,1,4,4,4,3,4,4,3,3,1,4,4,5,4,2,3,100,2,4,4,3,4,2,4,3,1,4,4,4,3,4,2,4,1,100,3,1,1,5,13,1,1,3,4,1,2,1,23,1.42857142857143,3.83333333333333,2.33333333333333,3.8,3.5,3.5,"Female","ug","natural",1,29,0,"no",2,"ankara","less6months",3
"1876",1889,3,2,2,3,1,4,2,4,4,4,4,4,4,3,4,2,4,2,4,3,1,4,90,3,3,1,2,1,3,1,2,1,3,4,1,3,2,4,3,2,70,3,3,2,2,10,1,1,4,4,1,2,3,35,2.42857142857143,4,3,2.8,1.83333333333333,2.83333333333333,"Female","ug","not_sure",0,26,0,"no",5,"izmir","less6months",4
"1877",1890,3,3,3,3,2,3,3,3,4,3,2,2,4,4,4,4,5,6,5,4,1,2,70,1,4,4,4,2,4,4,3,2,5,4,4,4,4,4,4,3,36,3,3,5,4,3,1,1,4,3,1,2,3,10,2.85714285714286,3,4,4.2,3.66666666666667,4,"Female","below_ug","not_sure",0,19,0,"no",3,"izmir","more12months",2
"1878",1891,2,2,4,3,2,2,2,3,2,2,2,4,4,3,4,3,3,2,3,2,1,1,56.8690843621399,2,3,1,4,4,1,2,2,2,2,2,2,3,4,4,2,1,75,1,3,5,1,16,2,1,3,3,1,1,3,40,2.42857142857143,2.83333333333333,3.33333333333333,2.2,2.5,2.83333333333333,"Male","below_ug","not_sure",0,32,1,"yes",6,"ankara","more12months",1
"1879",1892,4,3,3,3,3,3,2,3,4,3,4,4,4,5,5,4,3,3,5,2,2,2,51,2,4,3,4,3,4,4,1,4,4,3,2,2,4,3,4,4,70,1,1,5,4,40,1,1,4,4,1,1,1,20,3,3.66666666666667,4.66666666666667,3,3.66666666666667,3,"Female","ug","natural",1,56,1,"yes",3,"izmir","more12months",2
"1880",1893,2,2,2,2,2,2,2,3,3,3,2,2,4,3,4,3,3,4,5,5,2,2,50,2,4,3,3,4,3,4,1,1,5,3,3,1,4,1,2,1,90,3,3,3,2,19,1,1,2,4,1,2,3,20,2,2.83333333333333,3.33333333333333,3.8,3.5,2.33333333333333,"Female","ug","not_sure",0,35,0,"no",5,"istanbul","less6months",2
"1881",1894,2,3,3,2,2,3,2,4,3,4,3,4,4,4,4,3,2,4,2,1,2,2,40,2,3,2,4,3,3,4,3,4,4,4,4,4,4,4,4,4,50,3,3,5,2,8,1,1,2,4,1,2,3,80,2.42857142857143,3.66666666666667,3.66666666666667,2.2,3.16666666666667,4,"Female","ug","not_sure",0,24,0,"no",5,"istanbul","more12months",2
"1882",1895,4,4,4,2,3,3,3,4,3,4,3,4,5,5,5,2,6,4,3,2,1,5,75,2,4,4,4,3,4,4,2,2,3,4,3,4,4,3,4,4,65,1,3,2,1,22,2,1,4,4,1,2,3,33,3.28571428571429,3.83333333333333,4,3.2,3.83333333333333,3.66666666666667,"Male","ug","not_sure",0,38,1,"no",6,"izmir","less6months",5
"1883",1896,2,1,2,2,1,2,1,4,3,3,4,4,4,2,2,2,4,2,3,4,3,4,40,2,2,2,1,3,2,3,1,2,4,4,4,4,4,4,4,2,25,1,1,3,5,22,2,1,54,5,1,1,3,75,1.57142857142857,3.66666666666667,2,3.2,2.16666666666667,4,"Male","pg","natural",1,38,1,"yes",2,"other","less6months",4
"1884",1897,2,2,1,2,1,2,1,3,2,4,2,2,4,2,2,3,5,4,5,3,2,2,74,2,3,3,2,3,2,3,1,2,3,4,4,4,4,4,4,2,50,1,1,5,4,14,2,1,2,4,1,2,3,39,1.57142857142857,2.83333333333333,2.33333333333333,3.8,2.66666666666667,4,"Male","ug","natural",1,30,1,"no",3,"istanbul","more12months",2
"1885",1899,3,3,4,3,2,3,3,3,2,3,3,2,4,3,4,5,5,2,2,3,2,2,40,2,4,3,4,4,3,3,2,2,5,4,2,3,4,3,4,1,50,1,1,2,4,3,1,1,24,3,1,2,3,60,3,2.83333333333333,4,2.8,3.5,3.33333333333333,"Female","below_ug","natural",1,19,1,"no",3,"other","less6months",2
"1886",1900,2,2,2,3,4,2,2,2,2,2,3,2,3,4,5,4,3,3,3,4,1,1,0,1,3,2,2,4,1,2,3,1,4,4,4,4,3,1,2,2,15,3,3,3,6,14,1,1,3,4,1,2,2,20,2.42857142857143,2.33333333333333,4.33333333333333,2.8,2.33333333333333,3,"Female","ug","not_sure",0,30,0,"no",1,"ankara","less6months",1
"1887",1901,2,1,2,1,1,3,1,3,3,2,3,3,4,4,5,4,5,3,3,5,2,5,85,2,2,1,2,1,1,4,4,2,4,2,2,2,4,1,1,2,10,3,1,3,4,3,2,1,24,3,1,2,3,48,1.57142857142857,3,4.33333333333333,3.6,1.83333333333333,2,"Male","below_ug","natural",1,19,0,"no",3,"other","less6months",5
"1888",1902,2,1,2,2,2,3,2,2,3,4,5,4,3,2,2,3,3,3,3,3,2,2,50,2,3,3,3,4,2,3,1,1,5,4,3,4,3,4,4,4,52,3,2,3,5,23,2,1,2,3,1,2,3,25,2,3.5,2.33333333333333,2.8,3,3.66666666666667,"Male","below_ug","artificial",0,39,0,"no",2,"istanbul","less6months",2
"1889",1903,3,2,1,2,2,3,2,4,5,3,4,3,2,3,3,2,3,3,5,3,3,2,70,2,3,1,3,2,3,2,2,3,3,3,3,2,4,1,4,1,30,2,2,4,1,31,1,1,2,4,1,1,3,50,2.14285714285714,3.5,2.66666666666667,3.4,2.33333333333333,2.83333333333333,"Female","ug","artificial",0,47,0,"yes",6,"istanbul","6to12months",2
"1890",1904,3,3,2,1,3,4,2,4,4,4,1,4,4,3,4,2,4,4,5,3,1,4,30,2,4,4,2,4,4,3,2,2,3,4,3,3,4,3,4,3,80,1,1,5,1,14,1,1,11,4,1,1,3,40,2.57142857142857,3.5,3,3.4,3.5,3.5,"Female","ug","natural",1,30,1,"yes",6,"other","more12months",4
"1891",1905,2,1,3,2,1,1,2,4,2,2,2,4,2,5,5,4,2,2,6,1,3,3,75,2,4,2,3,4,3,2,3,1,3,4,4,3,4,4,4,2,50,3,2,3,4,18,2,1,4,4,1,2,3,30,1.71428571428571,2.66666666666667,4.66666666666667,2.8,3,3.83333333333333,"Male","ug","artificial",0,34,0,"no",3,"izmir","less6months",3
"1892",1906,2,2,3,2,2,2,3,3,3,3,4,4,4,4,5,2,6,4,6,5,5,2,56.8690843621399,2,3,2,4,4,2,3,1,1,3,4,3,2,3,2,3,1,50,1,3,5,2,17,1,1,72,5,1,2,1,30,2.28571428571429,3.5,3.66666666666667,5.2,3,2.83333333333333,"Female","pg","not_sure",0,33,1,"no",5,"other","more12months",2
"1893",1907,2,2,2,2,2,2,3,5,3,5,4,4,4,3,4,4,2,3,3,3,2,1,100,2,4,4,2,4,2,4,1,1,5,4,4,4,4,4,4,4,74,3,2,3,5,5,1,1,2,3,1,2,3,84,2.14285714285714,4.16666666666667,3.66666666666667,2.6,3.33333333333333,4,"Female","below_ug","artificial",0,21,0,"no",2,"istanbul","less6months",1
"1894",1908,1,1,2,2,1,2,2,4,4,4,4,5,3,3,5,4,3,2,2,5,3,6,70,2,4,3,3,3,2,3,1,2,3,2,3,3,4,4,4,1,49,3,2,5,3,24,2,1,30,4,6,2,3,1,1.57142857142857,4,4,3,3,3.33333333333333,"Male","ug","artificial",0,40,0,"no",4,"other","more12months",6
"1895",1909,2,2,2,3,1,2,1,4,3,3,4,4,5,4,4,2,5,6,3,6,5,4,70,2,2,2,2,4,2,3,2,3,2,4,4,3,4,4,4,2,10,2,1,2,4,23,2,1,3,4,1,1,3,100,1.85714285714286,3.83333333333333,3.33333333333333,5,2.5,3.83333333333333,"Male","ug","natural",1,39,0,"yes",3,"ankara","less6months",4
"1896",1910,2,1,1,2,3,2,1,5,2,3,4,4,2,2,4,2,5,4,4,5,5,5,10,2,2,2,1,3,1,1,2,3,3,1,2,1,2,3,2,1,58,1,1,5,4,38,2,1,60,3,1,1,3,53,1.71428571428571,3.33333333333333,2.66666666666667,4.6,1.66666666666667,1.83333333333333,"Male","below_ug","natural",1,54,1,"yes",3,"other","more12months",5
"1897",1911,3,3,2,2,1,2,3,5,4,4,3,4,4,4,4,4,3,3,4,3,2,2,50,1,4,4,4,3,3,4,1,1,3,3,3,3,4,1,3,1,70,1,1,5,1,11,1,1,4,5,1,2,3,40,2.28571428571429,4,4,3,3.66666666666667,2.83333333333333,"Female","pg","natural",1,27,1,"no",6,"izmir","more12months",2
"1898",1912,3,1,3,1,2,4,2,5,5,5,4,4,3,2,4,2,3,2,5,2,2,4,39,2,4,1,3,4,2,1,3,2,3,2,2,2,4,1,3,4,40,1,1,5,3,9,2,1,3,4,1,2,3,80,2.28571428571429,4.33333333333333,2.66666666666667,2.8,2.5,2.33333333333333,"Male","ug","natural",1,25,1,"no",4,"ankara","more12months",4
"1899",1913,2,1,2,1,2,2,2,5,5,5,4,4,4,3,4,2,6,6,3,5,5,5,90,2,3,2,2,3,1,1,1,2,4,4,4,4,4,4,4,2,60,1,1,4,3,9,2,1,2,4,1,2,3,55,1.71428571428571,4.5,3,5,2,4,"Male","ug","natural",1,25,1,"no",4,"istanbul","6to12months",5
"1900",1914,2,1,2,1,1,2,2,3,2,3,4,4,4,1,3,1,6,4,5,5,2,4,60,2,3,2,4,4,2,1,1,2,3,4,4,4,4,4,4,4,81,1,1,5,1,22,2,1,2,4,1,2,3,0,1.57142857142857,3.33333333333333,1.66666666666667,4.4,2.66666666666667,4,"Male","ug","natural",1,38,1,"no",6,"istanbul","more12months",4
"1901",1915,2,1,2,1,1,2,1,3,2,3,3,4,4,4,4,3,2,3,3,3,1,2,80,2,2,1,1,2,1,3,2,1,5,4,4,4,3,4,4,3,50,1,1,2,4,5,1,1,3,3,1,2,3,20,1.42857142857143,3.16666666666667,3.66666666666667,2.4,1.66666666666667,3.83333333333333,"Female","below_ug","natural",1,21,1,"no",3,"ankara","less6months",2
"1902",1916,2,1,2,1,1,2,2,4,3,5,4,4,5,3,4,1,5,2,4,4,3,2,75,2,4,3,2,4,3,4,3,4,5,2,1,1,4,1,1,2,20,1,3,3,3,6,1,1,4,3,1,2,3,50,1.57142857142857,4.16666666666667,2.66666666666667,3.6,3.33333333333333,1.66666666666667,"Female","below_ug","not_sure",0,22,1,"no",4,"izmir","less6months",2
"1903",1917,3,3,4,4,2,2,4,2,4,3,1,2,2,5,5,4,2,3,3,1,2,2,40,2,4,3,4,4,4,3,3,2,3,4,4,4,4,3,3,4,15,1,1,3,3,5,2,1,48,3,1,2,3,90,3.14285714285714,2.33333333333333,4.66666666666667,2.2,3.66666666666667,3.66666666666667,"Male","below_ug","natural",1,21,1,"no",4,"other","less6months",2
"1904",1918,2,1,2,2,2,2,1,4,3,3,3,4,4,4,4,4,5,5,1,5,3,3,77,2,3,4,1,3,2,4,1,2,4,3,4,4,4,4,3,2,25,1,3,5,3,52,2,1,4,4,1,1,3,54,1.71428571428571,3.5,4,3.8,2.83333333333333,3.66666666666667,"Male","ug","not_sure",0,68,1,"yes",4,"izmir","more12months",3
"1905",1919,2,2,1,3,3,2,1,3,2,3,3,3,3,4,2,1,5,3,5,2,2,4,56.8690843621399,1,4,1,1,3,2,4,1,1,3,4,4,4,4,4,4,1,55,1,2,4,6,6,1,1,60,4,1,2,3,40,2,2.83333333333333,2.33333333333333,3.4,2.5,4,"Female","ug","artificial",0,22,1,"no",1,"other","6to12months",4
"1906",1920,2,2,2,2,2,2,2,3,3,3,4,3,4,3,3,3,3,4,4,2,4,2,40,2,2,2,3,1,2,4,2,3,5,4,4,4,4,4,4,4,2,1,1,5,1,21,1,1,2,5,1,2,1,64,2,3.33333333333333,3,3.4,2.33333333333333,4,"Female","pg","natural",1,37,1,"no",6,"istanbul","more12months",2
"1907",1921,3,2,2,2,1,2,2,4,3,4,4,5,5,4,5,3,4,4,3,4,2,2,13,1,3,3,1,3,3,4,2,1,5,4,4,4,4,4,4,2,38,1,1,3,4,3,1,1,3,3,1,2,3,75,2,4.16666666666667,4,3.4,2.83333333333333,4,"Female","below_ug","natural",1,19,1,"no",3,"ankara","less6months",2
"1908",1922,3,1,2,2,2,2,2,5,2,4,4,4,4,3,5,3,6,3,5,4,2,2,82,2,4,4,2,4,2,4,3,2,5,4,2,2,4,4,4,2,74,1,1,4,4,4,1,1,66,3,1,2,4,64,2,3.83333333333333,3.66666666666667,4,3.33333333333333,3.33333333333333,"Female","below_ug","natural",1,20,1,"no",3,"other","6to12months",2
"1909",1923,4,2,2,4,1,2,2,4,2,4,3,4,4,5,5,5,5,5,4,3,2,2,41,2,4,3,4,3,3,4,1,1,4,4,3,3,4,2,3,1,50,1,3,4,4,5,1,1,2,3,1,2,2,20,2.42857142857143,3.5,5,3.8,3.5,3.16666666666667,"Female","below_ug","not_sure",0,21,1,"no",3,"istanbul","6to12months",2
"1910",1924,3,2,3,3,3,3,2,4,2,5,4,4,4,5,4,2,2,2,3,3,3,2,90,2,4,4,4,4,4,4,1,2,4,4,4,4,4,4,3,2,50,3,1,5,3,21,1,1,2,5,1,2,3,0,2.71428571428571,3.83333333333333,3.66666666666667,2.6,4,3.83333333333333,"Female","pg","natural",1,37,0,"no",4,"istanbul","more12months",2
"1911",1925,2,2,4,1,3,3,2,3,4,1,2,2,4,5,4,4,2,2,5,3,2,4,0,1,4,4,3,3,3,4,2,1,4,1,1,1,3,1,1,1,20,3,3,5,6,6,1,1,30,3,1,2,3,25,2.42857142857143,2.66666666666667,4.33333333333333,2.8,3.5,1.33333333333333,"Female","below_ug","not_sure",0,22,0,"no",1,"other","more12months",4
"1912",1926,1,1,1,1,1,1,1,4,4,3,4,3,3,2,4,1,5,3,4,5,5,6,50,2,1,1,3,3,1,1,2,2,2,2,2,1,3,1,1,1,100,1,1,5,4,28,2,1,14,5,1,1,3,51,1,3.5,2.33333333333333,4.4,1.66666666666667,1.66666666666667,"Male","pg","natural",1,44,1,"yes",3,"other","more12months",6
"1913",1927,2,3,2,2,1,2,2,5,2,4,4,4,4,3,3,2,5,3,5,6,2,4,80,2,2,3,4,3,3,4,2,3,3,4,3,4,4,4,4,3,50,1,3,3,4,9,1,1,3,4,1,2,3,20,2,3.83333333333333,2.66666666666667,4.2,3.16666666666667,3.83333333333333,"Female","ug","not_sure",0,25,1,"no",3,"ankara","less6months",4
"1914",1928,4,4,4,4,4,4,4,2,2,2,4,4,5,5,5,5,2,2,2,2,2,5,0,2,2,2,4,4,4,2,3,1,3,1,1,2,4,1,2,1,50,1,2,0,1,6,1,1,54,4,1,2,3,75,4,3.16666666666667,5,2,3,1.83333333333333,"Female","ug","artificial",0,22,1,"no",6,"other","other",5
"1915",1929,2,2,3,2,1,2,2,3,2,2,2,3,4,4,4,3,3,4,3,3,2,2,59,2,4,4,4,2,3,3,1,2,3,4,4,4,4,3,4,4,10,1,2,3,5,3,2,1,3,3,1,2,3,2,2,2.66666666666667,3.66666666666667,3,3.33333333333333,3.83333333333333,"Male","below_ug","artificial",0,19,1,"no",2,"ankara","less6months",2
"1916",1930,2,1,1,2,1,2,1,4,3,4,3,3,4,2,4,3,4,4,6,5,3,4,59,3,2,2,3,1,2,2,3,2,4,2,2,3,4,3,2,2,20,1,3,4,1,27,1,1,3,4,1,1,3,50,1.42857142857143,3.5,3,4.4,2,2.66666666666667,"Female","ug","not_sure",0,43,1,"yes",6,"ankara","6to12months",4
"1917",1931,2,2,2,2,2,2,2,3,2,3,4,4,4,2,4,2,4,4,3,3,3,4,50,2,4,3,3,4,3,4,3,2,4,3,3,4,4,1,4,1,90,1,1,5,4,4,1,1,58,3,1,2,3,50,2,3.33333333333333,2.66666666666667,3.4,3.5,3.16666666666667,"Female","below_ug","natural",1,20,1,"no",3,"other","more12months",4
"1918",1932,2,1,2,2,1,1,1,5,4,4,4,4,5,4,5,1,6,5,5,5,5,4,95,2,4,2,3,4,3,2,1,2,2,4,3,3,4,4,3,4,49.8004646360351,1,1,3,1,43,1,1,2,4,1,1,3,30,1.42857142857143,4.33333333333333,3.33333333333333,5.2,3,3.5,"Female","ug","natural",1,59,1,"yes",6,"istanbul","less6months",4
"1919",1933,2,1,2,1,1,2,1,5,5,5,5,5,5,5,5,1,6,6,5,6,5,4,90,2,4,1,4,3,1,1,3,2,2,3,3,2,4,4,3,2,16,3,2,5,1,26,2,1,57,3,1,1,3,44,1.42857142857143,5,3.66666666666667,5.6,2.33333333333333,3.16666666666667,"Male","below_ug","artificial",0,42,0,"yes",6,"other","more12months",4
"1920",1934,2,2,2,2,1,4,2,1,2,1,5,4,5,4,5,4,6,6,2,3,3,2,59,2,4,3,4,4,3,3,1,1,3,4,3,3,4,3,4,4,50,3,2,5,4,15,2,1,3,4,1,2,3,0,2.14285714285714,3,4.33333333333333,4,3.5,3.5,"Male","ug","artificial",0,31,0,"no",3,"ankara","more12months",2
"1921",1935,3,2,2,2,2,3,1,2,2,2,4,3,2,2,4,4,3,4,5,2,5,2,15,2,4,2,3,3,2,3,3,2,5,1,1,1,3,1,1,1,50,1,1,4,3,3,1,1,48,3,1,2,3,27,2.14285714285714,2.5,3.33333333333333,3.8,2.83333333333333,1.33333333333333,"Female","below_ug","natural",1,19,1,"no",4,"other","6to12months",2
"1922",1936,3,1,2,2,2,3,4,3,3,3,3,3,3,2,3,4,3,3,4,4,2,5,85,1,3,3,3,4,3,1,2,2,4,3,1,1,4,3,2,1,25,1,3,3,2,8,1,1,31,4,1,2,1,80,2.42857142857143,3,3,3.2,2.83333333333333,2.33333333333333,"Female","ug","not_sure",0,24,1,"no",5,"other","less6months",5
"1923",1937,2,1,2,1,1,2,1,4,4,4,4,4,4,4,4,4,2,3,4,2,4,4,85,2,4,4,3,4,3,4,1,2,4,4,4,4,4,4,4,2,50,1,3,5,2,13,1,1,2,4,1,2,3,60,1.42857142857143,4,4,3,3.66666666666667,4,"Female","ug","not_sure",0,29,1,"no",5,"istanbul","more12months",4
"1924",1938,1,2,2,1,1,2,1,4,3,4,4,4,4,4,4,1,5,5,4,3,2,4,50,2,4,3,3,4,2,4,2,1,5,4,4,4,4,4,4,3,20,2,2,4,3,24,1,1,2,4,1,2,3,50,1.42857142857143,3.83333333333333,3,3.8,3.33333333333333,4,"Female","ug","artificial",0,40,0,"no",4,"istanbul","6to12months",4
"1925",1939,2,1,2,2,1,2,2,4,4,3,4,2,4,4,4,3,4,3,5,5,5,4,66,2,3,3,3,3,2,2,1,1,3,3,2,2,3,4,3,2,20,3,2,2,2,39,2,1,2,4,1,2,1,10,1.71428571428571,3.5,3.66666666666667,4.4,2.66666666666667,2.83333333333333,"Male","ug","artificial",0,55,0,"no",5,"istanbul","less6months",4
"1926",1940,1,1,2,1,1,2,2,4,3,5,4,3,4,4,5,4,5,4,4,2,2,5,84,2,3,1,1,3,1,3,3,3,2,3,4,3,4,4,4,2,50,3,1,3,4,19,2,1,3,5,1,2,3,75,1.42857142857143,3.83333333333333,4.33333333333333,3.4,2,3.66666666666667,"Male","pg","natural",1,35,0,"no",3,"ankara","less6months",5
"1927",1941,1,1,1,1,1,1,2,2,4,2,4,4,5,4,4,4,6,6,5,5,6,4,80,2,2,2,2,2,2,4,2,2,4,4,4,4,4,4,4,3,25,1,3,4,4,32,1,1,4,4,1,1,3,75,1.14285714285714,3.5,4,5.6,2.33333333333333,4,"Female","ug","not_sure",0,48,1,"yes",3,"izmir","6to12months",4
"1928",1942,2,2,4,2,2,2,2,4,3,4,3,4,4,3,4,4,3,2,4,3,3,1,80,2,3,2,2,4,4,2,3,2,2,4,2,4,4,2,3,2,30,1,3,5,3,19,1,1,3,5,1,2,3,80,2.28571428571429,3.66666666666667,3.66666666666667,3,2.83333333333333,3.16666666666667,"Female","pg","not_sure",0,35,1,"no",4,"ankara","more12months",1
"1929",1943,3,3,2,2,2,2,3,4,3,4,4,4,4,4,4,3,5,5,3,4,3,4,65,2,4,2,4,3,4,4,1,2,4,4,4,3,4,4,4,4,70,1,1,5,3,23,2,1,60,4,1,1,3,0,2.42857142857143,3.83333333333333,3.66666666666667,4,3.5,3.83333333333333,"Male","ug","natural",1,39,1,"yes",4,"other","more12months",4
"1930",1944,2,2,2,2,2,2,2,5,4,4,4,4,4,4,4,4,2,2,2,2,2,5,83,2,4,2,3,4,3,4,1,2,4,4,4,4,4,4,4,3,74,3,2,4,2,16,1,1,2,4,1,2,1,60,2,4.16666666666667,4,2,3.33333333333333,4,"Female","ug","artificial",0,32,0,"no",5,"istanbul","6to12months",5
"1931",1945,2,3,3,2,2,2,2,3,3,4,2,4,3,3,4,2,3,3,4,2,3,1,46,1,4,4,4,4,3,4,4,2,4,4,2,3,4,1,4,1,50,1,1,5,4,4,1,1,2,3,1,2,3,67,2.28571428571429,3.16666666666667,3,3,3.83333333333333,3,"Female","below_ug","natural",1,20,1,"no",3,"istanbul","more12months",1
"1932",1946,3,2,4,4,4,4,4,3,2,5,4,5,5,5,5,5,5,1,6,1,1,7,50,2,4,4,4,4,4,4,2,1,4,4,3,3,4,4,4,3,90,3,2,5,2,26,1,1,24,4,1,2,2,51,3.57142857142857,4,5,2.8,4,3.66666666666667,"Female","ug","artificial",0,42,0,"no",5,"other","more12months",0
"1933",1947,2,2,4,2,3,2,1,4,3,5,4,4,4,5,5,4,4,2,2,3,2,3,50,1,3,3,2,4,3,3,2,1,4,4,3,4,3,4,4,2,100,1,1,5,1,6,1,1,2,3,1,2,3,50,2.28571428571429,4,4.66666666666667,2.6,3,3.66666666666667,"Female","below_ug","natural",1,22,1,"no",6,"istanbul","more12months",3
"1934",1948,1,1,1,2,1,1,2,5,2,3,4,3,5,2,4,4,6,6,6,6,2,1,50,2,4,2,1,4,3,4,2,1,5,4,4,4,4,4,4,3,50,2,3,3,1,4,2,1,15,3,1,2,3,50,1.28571428571429,3.66666666666667,3.33333333333333,5.2,3,4,"Male","below_ug","not_sure",0,20,0,"no",6,"other","less6months",1
